breed,dataset_code,dataset_full_name,original_path,cluster_id,duplicate_type,role,new_path
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000033.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000033.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000035.jpeg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000035.jpeg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000038.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000038.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000041.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000041.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000052.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000052.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000062.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000062.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000064.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000064.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000065.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000065.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000070.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000070.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000072.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000072.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000088.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000088.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000101.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000101.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000110.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000110.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000122.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000122.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000133.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000133.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000148.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000148.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000152.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000152.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000153.JPG,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000153.JPG
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000156.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000156.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000159.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000159.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000160.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000160.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000162.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000162.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000164.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000164.png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000165.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000165.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000166.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000166.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000167.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000167.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000168.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000168.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000173.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000173.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000174.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000174.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000175.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000175.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000176.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000176.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000178.JPG,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000178.JPG
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000180.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000180.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (348).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (348).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (349).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (349).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (351).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (351).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (353).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (353).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (354).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (354).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (356).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (356).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (359).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (359).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (360).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (360).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (361).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (361).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (362).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (362).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (363).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (363).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (364).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (364).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (366).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (366).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (367).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (367).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (368).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (368).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (369).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (369).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (371).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (371).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (372).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (372).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (374).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (374).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (375).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (375).png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__Screenshot (376).png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__Screenshot (376).png
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000007.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000007.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000009.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000009.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000017.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000017.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000021.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000021.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000026.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000026.png
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000033.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000033.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000035.jpeg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000035.jpeg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000038.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000038.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000041.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000041.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000045.jpeg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000045.jpeg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000046.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000046.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000052.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000052.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000055.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000055.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000062.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000062.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000064.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000064.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000065.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000065.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000070.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000070.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000072.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000072.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000073.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000073.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000088.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000088.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000100.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000100.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000101.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000101.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000106.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000106.jpg
dangi,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS10__00000110.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS10__00000110.jpg
